dimension,vertices,max_bit_length,epsilon,time_mosp,time_fptas,eval_mosp,eval_fptas
10,600,500,51.2,428,9,354821989338296718605858567084783799253462398011757941530559309351058612393307141534135323973279119147287749223180208969950660297328022917171,354821989338296718605858567084783799253462398011757941530559309351058612393307141534135323973279119147287749223180208969950660297328022917171
10,600,500,51.2,412,17,749254302953227039403855844697947814589729857068712875580007781779679139357974102994479281902774268771335874154558101756318410199370570121348883,749254302953227039403855844697947814589729857068712875580007781779679139357974102994479281902774268771335874154558101756318410199370570121348883
10,600,500,51.2,419,12,1223339993163623975326003142008163899630445897621477312945344094650273608800296098761690288431424523232187477066331715292003182464103477095831,1223339993163623975326003142008163899630445897621477312945344094650273608800296098761690288431424523232187477066331715292003182464103477095831
10,600,500,51.2,412,20,341628791251468357277337140144399544792355621821158925174287226441385499731205527282070007546783514849552199955491218804158492068206855702747963331,341628791251468357277337140144399544792355621821158925174287226441385499731205527282070007546783514849552199955491218804158492068206855702747963331
10,600,500,51.2,438,10,44295736843937575845482389884062826936914408314347174723219292861792814716718962781796545238933373015806266511178986349153701845364713830291,44295736843937575845482389884062826936914408314347174723219292861792814716718962781796545238933373015806266511178986349153701845364713830291
10,600,500,51.2,436,19,89240151859292401641905788332017137836278548465202376357963798686540185255628569726783746389867266561174296453558191583913673673707627447731186,89240151859292401641905788332017137836278548465202376357963798686540185255628569726783746389867266561174296453558191583913673673707627447731186
10,600,500,51.2,446,25,410384451233431236549701820277751201543795127136731890857816052412981574887357916633945378047527642954972174400118987943875654245900931777467599163,410384451233431236549701820277751201543795127136731890857816052412981574887357916633945378047527642954972174400118987943875654245900931777467599163
10,600,450,51.2,379,12,23422468171064646172037358544305209586754480068789801663061905135652697754549591225846452258816876209716398272476744008141,23422468171064646172037358544305209586754480068789801663061905135652697754549591225846452258816876209716398272476744008141
10,600,450,51.2,382,13,1909071821866607806743475066225181865531647481663550439335866368720011689036294051381130934933496722980507230384339204965363,1909071821866607806743475066225181865531647481663550439335866368720011689036294051381130934933496722980507230384339204965363
10,600,450,51.2,390,18,4742634232614142790513752518203129603355799286942067666784407105212711478947163890294557408470211339958317593362918639070829830641,4742634232614142790513752518203129603355799286942067666784407105212711478947163890294557408470211339958317593362918639070829830641
10,600,450,51.2,376,17,84584464359145595144715544279755741673692829472462952436771924803524395336408863856159053177482581697554562135062713425897510850050,84584464359145595144715544279755741673692829472462952436771924803524395336408863856159053177482581697554562135062713425897510850050
10,600,450,51.2,400,31,308780786354285223779011753251854189190133696928756527627707712802349528681633809948004433446120507858296791673411872498647090107701424,308780786354285223779011753251854189190133696928756527627707712802349528681633809948004433446120507858296791673411872498647090107701424
10,600,450,51.2,391,19,1294670801592237144040188392842073341284532917654077780569710679841844322496382943508472961578940791007311799144790099496387098,1294670801592237144040188392842073341284532917654077780569710679841844322496382943508472961578940791007311799144790099496387098
10,600,450,51.2,389,14,311437068365011436890862990216790971942198656498476658525199869299218007379417951922163863355152061296530920057673441766492,311437068365011436890862990216790971942198656498476658525199869299218007379417951922163863355152061296530920057673441766492
10,600,450,51.2,380,20,18310693432699180138881865131548733756208402489250412746029219769938939044649281193931711957611779418604973103428120761230982387,18310693432699180138881865131548733756208402489250412746029219769938939044649281193931711957611779418604973103428120761230982387
10,600,450,51.2,376,21,824192972789605008023032582784418898632412683057392839544703246200330922501055561144905540194350645752480331783202060919796023621974,824193884710469196887598009483410993128563198576287381750508687364518216871581454770105058555833909820691144080391949938017665666554
10,600,450,51.2,388,12,5847202454182203068945656717380372220845307106284410299166766875068395758785215503188377265429849257551921776083664470873754129,5847202454182203068945656717380372220845307106284410299166766875068395758785215503188377265429849257551921776083664470873754129
10,600,400,51.2,380,13,1904965466150953664903368102297581130964343915253030496865475251876255718907836491957524905163166549178335411658012,1904965466150953664903368102297581130964343915253030496865475251876255718907836491957524905163166549178335411658012
10,600,400,51.2,347,27,49907029225394629750042204938172914639304081404365511941340524005260169218407398158189938953997038796534533017368659263,49907029225394629750042204938172914639304081404365511941340524005260169218407398158189938953997038796534533017368659263
10,600,400,51.2,361,15,38969972091063169141733784038045272001926617565823598632428896367328384602066104331736558493605949064105720726383308,38973028614070980630411492545581326937587139995232094378221024692499199064343015171451639875530180095352114652447635
10,600,400,51.2,343,31,1375282039834691389271701912826653335294100317206097821500052870882011664264808082448092617633954554898458187725331524832,1375282039834691389271701912826653335294100317206097821500052870882011664264808082448092617633954554898458187725331524832
10,600,400,51.2,363,11,6961510139142176882219929665754076407729375990272206021665242023501545447787744328958689828865810666069440127616,6961510139142176882219929665754076407729375990272206021665242023501545447787744328958689828865810666069440127616
10,600,400,51.2,396,19,674525017963681525344419119900196797024409243666873148950257531339677824465950896414248176217337242369369383679345175,674525017963681525344419119900196797024409243666873148950257531339677824465950896414248176217337242369369383679345175
10,600,400,51.2,341,20,4413326558983792462529248854203264742748227237779523408716634006619246774226244170648959087390631211201158218704185101,4413326558983792462529248854203264742748227237779523408716634006619246774226244170648959087390631211201158218704185101
10,600,400,51.2,349,32,1375282039834691389271701912826653335294100317206097984924691999312749016029882579330117017361492415386352304960705930878,1375282039834691389271701912826653335294100317206097984924691999312749016029882579330117017361492415386352304960705930878
10,600,400,51.2,377,11,198984183480199489414154621121036937990599734209034066087414090827390703701552606869652479772224757178837028612759,198984183480199489414154621121036937990599734209034066087414090827390703701552606869652479772224757178837028612759
10,600,400,51.2,349,12,232870067095277856089816858536922725341326197893263203892667847233596640478930092918888788996483084612249812766416,232870067095395136995096097512666252742989690173346312816946351068608531745745321164428939948941396269824620462557
10,600,350,51.2,254,9,17872273077687912087025398691728331065830373779007469939005219655082249202651785621141910090351406,17872273077687912087025398691728331065830373779007469939005219655082249202651785621141910090351406
10,600,350,51.2,285,28,17657522793743226401147482326105560877783551559631339938128047988845222095796588481064287901080126425376,17657522793743226401147482326105560877783551559631339938128047988845222095796588481064287901080126425376
10,600,350,51.2,246,22,4062677934773009747534834468739391047052271332530265047629477608581137687483790420729041638687286086970,4062677934773009747534834468739391047052271332530265047629477608581137687483790420729041638687286086970
10,600,350,51.2,235,10,111784286989494492042267728577870977032164743268545689088064580243579460367779341592163568257850786,111784286989494492042267728577870977032164743268545689088064580243579460367779341592163568257850786
10,600,350,51.2,258,10,111784286989494492042267728577870977032164743268545689088064580243579460367779341592163568257850786,111784286989494492042267728577870977032164743268545689088064580243579460367779341592163568257850786
10,600,350,51.2,263,22,4062677934773009747534834468739391047050632849413294908350111183419652254147237302265106260149694805610,4062677934773009747534834468739391047050632849413294908350111183419652254147237302265106260149694805610
10,600,350,51.2,248,12,5296431663755715880888660808961525854689485036916704326050025274195413953749215365996527440423080,5296431663755715880888660808961525854689485036916704326050025274195413953749215365996527440423080
10,600,350,51.2,259,11,91552289924116924965223471384327586277721846418334636624091973019232157353221544832843396028428907,91552289924116924965223471384327586277721846418334636624091973019232157353221544832843396028428907
10,600,350,51.2,268,11,48766338210574448478857240440833893268983441919985786080737336553925803583950162960659166377315,48766338210574448478857240440833893268983441919985786080737336553925803583950162960659166377315
10,600,350,51.2,250,10,23624039215837466118381780408008262354825686993543667739429522540047459029590987215447680751232855,23624039215837466118381780408008262354825686993543667739429522540047459029590987215447680751232855
10,600,300,51.2,321,11,4733762180009029434536389733129679537603979750216933787676143165248488257706975818331,4733762180009029434536389733129679537603979750216933787676143165248488257706975818331
10,600,300,51.2,330,16,1393832375035830919699747081886752176052615009577536259726496388787182112825932843690122,1393832375035830919699747081886752176052615009577536259726496388787182112825932843690122
10,600,300,51.2,316,11,2540620927596251949732630587561674088141037977012383183073546444160752350447280171558,2540620927596251949732630587561674088141037977012383183073546444160752350447280171558
10,600,300,51.2,303,14,56994535874407272516799631892632439561125148775148168745346207574999088844242621,56994535874407272516799631892632439561125148775148168745346207574999088844242621
10,600,300,51.2,325,12,54569963721575392984715191279724318670959538742167011633043577993239992455820245733902,54569963721575392984715191279724318670959538742167011633043577993239992455820245733902
10,600,300,51.2,320,22,7029785097143314620458323741404781343138698948391686281476522109782708517547253636908837,7029785097143314620458323741404781343138698948391686281476522109782708517547253636908837
10,600,300,51.2,303,25,66877769789376098244672160641848443090085406167117571860850216850000633640905390591512716,66877769789376098244672160641848443090085406167117571860850216850000633640905390591512716
10,600,300,51.2,328,28,66877769789377996886657926128411013642471056661083218175924658925703593091738504213982287,66877769789377996886657926128411013642471056661083218175924658925703593091738504213982287
10,600,300,51.2,308,13,312950857734232771978003077326557268480565492002802128146489690192636949490610136335665,312950857734232771978003077326557268480565492002802128146489690192636949490610136335665
10,600,300,51.2,315,11,3590936982793674495011210510478362693662578670641483816831125578140090904542209302,3590936982793674495011210510478362693662578670641483816831125578140090904542209302
10,600,250,51.2,307,10,3115623817467155254685066563232814508786426337189753460658201716020708,3115623817467155254685066563232814508786426337189753460658201716020708
10,600,250,51.2,297,16,45844907043493713192634421547706290317094545641217466446711554011384725128,45844907043493713192634421547706290317094545641217466446711554011384725128
10,600,250,51.2,286,18,66761408844051788410995773454923791948008627839296498415443796611757620301,66761408844051788410995773454923791948008627839296498415443796611757620301
10,600,250,51.2,287,27,332948785715641451691212872755897521704557277888301858516275060008096739855,332948785715641451691212872755897521704557277888301858516275060008096739855
10,600,250,51.2,314,34,1721132149776332474471749748517816407632867565981731103767245529477455105509,1721132149776332474471749748517816407632867565981731103767245529477455105509
10,600,250,51.2,302,22,139158174295014274907934526648694880528483300317213702039453321049752467774,139158174295014274907934526648694880528483300317213702039453321049752467774
10,600,250,51.2,283,12,6575138446919950936882752760564855428839663334479593048333306024923924073,6575138446919950936882752760564855428839663334479593048333306024923924073
10,600,250,51.2,288,11,1070246630848248180919142408358721575221775416595147899220543114700738781,1070246630848248180919142408358721575221775416595147899220543114700738781
10,600,250,51.2,339,14,6575138446919950936882752760564855428839663334479593048333306024923924073,6575138446919950936882752760564855428839663334479593048333306024923924073
10,600,250,51.2,283,25,161267304535946135283659778129441230588687245889335111186975811775454463844,161267304535946135283659778129441230588687245889335111186975811775454463844
10,600,200,51.2,354,27,451163546519414538213465650364720270968247166258293989255144,451163546519414538213465650364720270968247166258293989255144
10,600,200,51.2,404,14,523036057418207736947929402211490652335329974427569875293,523036057418207736947929402211490652335329974427569875293
10,600,200,51.2,376,19,24653417795738152185106793682954872456751308885422109218657,24653417795738152185106793682954872456751308885422109218657
10,600,200,51.2,362,14,10660527482472280927597750828443313969670406778349168637127,10660527482472280927597750828443313969670406778349168637127
10,600,200,51.2,384,17,5836598530687577906248751113923953019687354509816972787953,5836598530687577906248751113923953019687354509816972787953
10,600,200,51.2,391,36,1362817279554525105208308891379088768481894447410577443164708,1362817279554525105208308891379088768481894447410577443164708
10,600,200,51.2,357,23,86209817671719142385608205635268387801173446873746392467977,86209817671719142385608205635268387801173446873746392467977
10,600,200,51.2,389,10,181255582771088634046892152881397337492482281732296708606,181255582771088634046892152881397337492482281732296708606
10,600,200,51.2,384,22,24653417795739449919425406366660324143114379887324174223303,24653417795739449919425406366660324143114379887324174223303
10,600,200,51.2,366,14,523036057418205960899915974722588465465205283129728643133,523036057418205960899915974722588465465205283129728643133
10,600,150,51.2,675,40,576407073764360047601496479723955067620034925,576407073764360047601496479723955067620034925
10,600,150,51.2,677,19,23768307740296814647013476622052828574479091,23768307740296814647013476622052828574479091
10,600,150,51.2,632,18,23774013841954249290537512090988529998545231,23774013841954249290537512090988529998545231
10,600,150,51.2,692,10,8620231695764534326359795011182790042534,8620231695764534326359795011182790042534
10,600,150,51.2,666,12,183227064226295976471416453726373249212288,183227064226295976471416453726373249212288
10,600,150,51.2,683,37,590876664775565460713530109699804206472403385,590876664775565460713530109699804206472403385
10,600,150,51.2,712,32,236863135408203107957718999531221995194620360,236863135408203107957718999531221995194620360
10,600,150,51.2,636,40,1342384598235597335251992920857648468795302056,1342384598235597335251992920857648468795302056
10,600,150,51.2,638,14,582450113172124156950044640884104476099278,582450113172124156950044640884104476099278
10,600,150,51.2,683,9,26527436809988353694149690242355229789252,26527436809988353694149690242355229789252
10,600,100,51.2,345,31,175340581930462629870146557851,175340581932582040782073141426
10,600,100,51.2,358,22,110289788045566571067265984244,110289788045566571067265984244
10,600,100,51.2,375,27,112599154821427195702196042681,112599154821427195702196042681
10,600,100,51.2,390,14,67157304613969681740799581415,67157304613969681740799581415
10,600,100,51.2,387,69,294683553081247197107041145000,294683553081247197107041145000
10,600,100,51.2,377,25,112599136078565652402784387803,112599136078565652402784387803
10,600,100,51.2,396,53,370743589509292339997218796880,370743589509292339997218796880
10,600,100,51.2,372,32,175340582010003111249203069498,175340582010003111249203069498
10,600,100,51.2,369,24,112599154821427195702076855967,112599154821427195702076855967
10,600,100,51.2,373,67,303114081175040386127828264251,303114081175040386127828264251
10,600,50,51.2,340,9,16576369942753,16576369942753
10,600,50,51.2,332,148,356876198229827,356876198229827
10,600,50,51.2,329,85,1029629599743141,1029629599743141
10,600,50,51.2,389,93,1007710179855674,1007710179855674
10,600,50,51.2,334,135,1016719736507042,1016719736507042
10,600,50,51.2,314,48,280341636454120,280341636454120
10,600,50,51.2,366,16,132971914183783,132971914183783
10,600,50,51.2,351,129,355597233829721,355597233829721
10,600,50,51.2,336,12,45365491833954,45365491833954
10,600,50,51.2,364,10,76125395703148,76125395703148
10,600,500,102.4,680,27,12406877911218728281083995410668980754942247956893467769169012194338526561557775512900983089824415441362646172920969639004239983012065767775467144786,12406877911218728281083995410668980754942247956893467769169012194338526561557775512900983089824415441362646172920969639004239983012065767775467144786
10,600,500,102.4,730,14,952061050522428782166315251287325608412903860257133074621973224178079020317392120600960695070565780950166270685371349438776127396694741088944029,952061050522428782166315251287325608412903860257133074621973224178079020317392120600960695070565780950166270685371349438776127396694741088944029
10,600,500,102.4,665,29,75523966516643711797090243094708877863256117734210917757863225365096978715574853565936039939682639652576567292866433602376564613233560056101888287092,75523966516643711797090243094708877863256117734210917757863225365096978715574853565936039939682639652576567292866433602376564613233560056101888287092
10,600,500,102.4,691,12,5652409189065026051857474511873531080306296440010932368639900623179366582572840777917004798858650406205111801971223548716884607416163933178612,5652409189065026051857474511873531080306296440010932368639900623179366582572840777917004798858650406205111801971223548716884607416163933178612
10,600,500,102.4,675,12,85540390374807551655087879554955357409757916289622776834966112212145981156125182814925490949708661569313788923548823316540741377455415410155,85540390374807551655087879554955357409757916289622776834966112212145981156125182814925490949708661569313788923548823316540741377455415410155
10,600,500,102.4,684,15,165602376645274558585614801953274514891828729166181870740048258691715113209387250922684437641731850001328210584177965948011590574435571387511432,165602376645274558585614801953274514891828729166181870740048258691715113209387250922684437641731850001328210584177965948011590574435571387511432
10,600,500,102.4,685,20,534900797523441764181577202304825631774081435494037835224230806865720610978544661905615747916910306446917620928803948151345907960904014555281865444,534900797523441764181577202304825631774081435494037835224230806865720610978544661905615747916910306446917620928803948151345907960904014555281865444
10,600,500,102.4,716,30,75523966516643711797090243094708877863256117734210917757863225365096978715574853565936039939682639652576567292866433602376564613233560056101888287092,75523966516643711797090243094708877863256117734210917757863225365096978715574853565936039939682639652576567292866433602376564613233560056101888287092
10,600,500,102.4,658,13,610614622370272070103118224572908774561830922827550496753134468136982348780484003024435526796239074886166261658061751606921749757863434175976488,610614622370272070103118224572908774561830922827550496753134468136982348780484003024435526796239074886166261658061751606921749757863434175976488
10,600,500,102.4,767,15,18172524053369415195678401756540463627544452986585159877011271834694020295166968866882696161155318126539569297883938400635751754964413558609317374,18172524053369415195678401756540463627544452986585159877011271834694020295166968866882696161155318126539569297883938400635751754964413558609317374
10,600,450,102.4,554,12,2296638981341245908582093547260725924928266862763419737244243602822894158801481470878610767130070521045341692909662474569,2296638981341245908582093547260725924928266862763419737244243602822894158801481470878610767130070521045341692909662474569
10,600,450,102.4,591,10,65666066145685438760865793291602125931486336159393414894538520471016925985219723192539758962335422670388639381449675829110666172,65666066145685438760865793291602125931486336159393414894538520471016925985219723192539758962335422670388639381449675829110666172
10,600,450,102.4,554,13,4835219517158021394114527713952178020731057369932959733468560450054098705383023243704219151136413127273048328499199506541519119115,4835219517158021394114527713952178020731057369932959733468560450054098705383023243704219151136413127273048328499199506541519119115
10,600,450,102.4,609,12,27134424288675216206597460834683195114992942632210850564960701615147473760991067168031182712979205701174543936941198447769075,27134424288675216206597460834683195114992942632210850564960701615147473760991067168031182712979205701174543936941198447769075
10,600,450,102.4,566,12,887455847854846466605814674697883905901186433626264406092310835569114938534245824105580266780617699131929613627928995776633004427,887455847854846466605814674697883905901186433626264406092310835569114938534245824105580266780617699131929613627928995776633004427
10,600,450,102.4,572,12,24954856607012026432574630729104846340291985921225154322278002280801741214168478784526561711909132441574436086689586905549119,24954856607012026432574630729104846340291985921225154322278002280801741214168478784526561711909132441574436086689586905549119
10,600,450,102.4,590,12,1781566641240289011604470530398158939516925509723030678326703239757402938218339301737514732445871558267330628736555403062842660199,1781566641240289011604470530398158939516925509723030678326703239757402938218339301737514732445871558267330628736555403062842660199
10,600,450,102.4,622,19,303893063751724952374424617245582302103464009620498938614826373139638397743642738392404846503198168252473834130487726022279468912616,303893063751724952374424617245582302103464009620498938614826373139638397743642738392404846503198168252473834130487726022279468912616
10,600,450,102.4,599,20,12846536398862125549283524167044704577038248557002717922058827438958040750152876879835714814008618451848827028800826466215759488230180,12846536398862125549283524167044704577038248557002720378466135949238980489484374955986013455824651404973941591423625644311166665822596
10,600,450,102.4,631,19,12846536398862125549283524167044704577038248557002717925757018153258307765497861015100917420799902860329141115301915354254122316886729,12846536398862125549283524167044704577038248557002717925757018153258307765497861015100917420799902860329141115301915354254122316886729
10,600,400,102.4,348,21,5670480088186067661178172288303566468996348998661953312691612228339503665464560847619521793652832445565239719121837364,5670480088186067661178172288303566468996348998661953312691612228339503665464560847619521793652832445565239719121837364
10,600,400,102.4,377,14,5960838485940084965364109713080082913648051043779304716970749351414239535301908818228423273111937661988758264914313,5960838485940084965364109713080082913648051043779304716970749351414239535301908818228423273111937661988758264914313
10,600,400,102.4,341,16,92961713501365792843826211868615905488303672149953364075215040113715429726429147211182433360185316449861615616125479,92961713501365792843826211868615905488303672149953364075215040113715429726429147211182433360185316449861615616125479
10,600,400,102.4,343,29,626231515510973253276545315620648356763766926056702601084888228501002125637868610689600958402748657179309073038954985885,626231515510973253276545315620648356763766926056702601084888228501002125637868610689600958402748657179309073038954985885
10,600,400,102.4,352,14,166693204853720265657768244670637230789571844397752967596544140708457391100067425425237184747236441654991261809075745,166693204853720265657768244670637230789571844397752967596544140708457391100067425425237184747236441654991261809075745
10,600,400,102.4,347,10,14016414437781068531748770633771130054979005760572281258273193653687382061994770964306091643704982128365848986428,14016414437781068531748770633771130054979005760572281258273193653687382061994770964306091643704982128365848986428
10,600,400,102.4,370,11,620951150897022593545982010716591547148808191959292206442894350413465851451447890530603308586740719690826255126140,620951150897022593545982010716591547148808191959292206442894350413465851451447890530603308586740719690826255126140
10,600,400,102.4,373,12,14016414437781068531748770633063353617757165317627187538418987793315292798592374257333120929772780159338185221454,14016414437781068531748770633063353617757165317627187538418987793315292798592374257333120929772780159338185221454
10,600,400,102.4,329,28,626231515510973253276545315620648357401254100848593742346952887125882174988550487806766158555517666850670321654630257279,626231515510973253276545315620648357401254100848593742346952887125882174988550487806766158555517666850670321654630257279
10,600,400,102.4,342,29,626461711047556023172173503572833941843053616981456846023684054083673381028387596698530304687238708488565591273731873984,626461711047556023172173503572833941843053616981456846023684054083673381028387596698530304687238708488565591273731873984
10,600,350,102.4,371,13,643263852450356812976357954537246144368630618426338756436002238687141176640477608807798445867,643263852450356812976357954537246144368630618426338756436002238687141176640477608807798445867
10,600,350,102.4,367,11,58499590228907771759757186005542517772819744469957559630237183188927138126898117880075460670957721,58499590228907771759757186005542517772819744469957559630237183188927138126898117880075460670957721
10,600,350,102.4,376,12,73613399291602591909550979889829114517821662169568070786408608736914916135516114662165679507267,73613399291602591909550979889829114517821662169568070786408608736914916135516114662165679507267
10,600,350,102.4,391,23,25183024015815467020163976133799264045336561307575846877414145079183851886340592744661466061332051662309,25183024015815467020163976133799264045336561307575846877414145079183851886340592744661466061332051662309
10,600,350,102.4,368,13,6341494108610533952362889335461554838562857026512721517419958557342946828870877486891719339550989539,6341494111448865695808400128420681298485516519205395013604320866101867878035048736353732394347704111
10,600,350,102.4,385,10,43011577936165543509400541590367695289254656945944933453639702380656684027246630836367178962,43011577936165543509400541590367695289254656945944933453639702380656684027246630836367178962
10,600,350,102.4,376,24,25183022783988756008815164266430986112080435572646089841916448234641959493556439574126371807571604654771,25183022783988756008815164266430986112080435572646089841916448234641959493556439574126371807571604654771
10,600,350,102.4,358,25,73344269239613717819346272443616154785813029410761180741741030633211920223448148167203145617070536598050,73344269239613717819346272443616154785813029410761180741741030633211920223448148167203145617070536598050
10,600,350,102.4,370,26,3508410279119515493698495905074898689382164443626980578583254316462092378552883568614466735808059234548,3508410279119515493698495905074898689382164443626980578583254316462092378552883568614466735808059234548
10,600,350,102.4,398,15,1416783174616537681926087092621009954770728110967293956975735401991617856319783247460201530164334052,1416783174616537681926087092621009954770728110967293956975735401991617856319783247460201530164334052
10,600,300,102.4,368,16,689790688853330327772027639565694615539341215692922523893509096802100871990695842007215,689790688853330327772027639565694615539341215692922523893509096802100871990695842007215
10,600,300,102.4,395,16,16510855788228531487860185030518176282631802575737267499596677839303348194253490372826,16510855788228531487860185030518176282631802575737267499596677839303348194253490372826
10,600,300,102.4,364,10,29553585283161387465300782768569013093832690368687892313430823436505841017255285343,29553585283161387465300782768569013093832690368687892313430823436505841017255285343
10,600,300,102.4,368,10,29553585279897404615895230757903026729888882001521371373063639372178784064768351850,29553585279897404615895230757903026729888882001521371373063639372178784064768351850
10,600,300,102.4,419,27,416019126555169588985862358498468026623242142794033506947379991531654443517248678738440240,416019126555169588985862358498468026623242142794033506947379991531654443517248678738440240
10,600,300,102.4,363,14,851190765501929523601627403114819272501785887040260244834597133461830433953291218800,851190765501929523601627403114819272501785887040260244834597133461830433953291218800
10,600,300,102.4,406,22,55510217313784869123895291727416682252003702279377951796705269260563066684402525607692644,55510217313784869123895291727416682252003702279377951796705269260563066684402525607692644
10,600,300,102.4,404,15,139298848978287625131012161638824904613434052465510403613772143303611475615768668916056,139298848978287625131012161638824904613434052465510403613772143303611475615768668916056
10,600,300,102.4,392,10,98179451378651556764116097489342271818578860580909950029948502450233147957807745914,98179451378651556764116097489342271818578860580909950029948502450233147957807745914
10,600,300,102.4,357,29,692934014782157996118374849746976437906035981072216945699349539577220732449842457264225180,692934014782157996118374849746976437906035981072216945699349539577220732449842457264225180
10,600,250,102.4,680,13,430684903211352405440184833156514107909293928968720251842501738806433,430684903211352405440184833156514107909293928968720251842501738806433
10,600,250,102.4,609,12,1132709047823214962211151488607121021084432804075616548725605026333001,1132709047823214962211151488607121021084432804075616548725605026333001
10,600,250,102.4,607,23,6906379149009252480899425736477385784829437100059144851096622422515817826,6906379149009252480899425736477385784829437100059144851096622422515817826
10,600,250,102.4,575,21,1961116951643086351667770139662204442881593788468001290255195954810471383,1961116951643086351667770139662204442881593788468001290255195954810471383
10,600,250,102.4,595,23,1000014660248207750437625473842275537137180269337922157755685225422744155,1000014660248207750437625473842275537137180269337922157755685225422744155
10,600,250,102.4,586,21,1268384677727992504452253872418654156372226016998453385192832221211891470,1268384677727992504452253872418654156372226016998453385192832221211891470
10,600,250,102.4,580,24,9749093346833467877569399435205397717392555270588596954386392476982520883,9749093346833467877569399435205397717392555270588596954386392476982520883
10,600,250,102.4,604,19,685371565709073956830770109170811592753200618121313739119595228253701808,685371565709073956830770109170811592753200618121313739119595228253701808
10,600,250,102.4,635,11,430684903211352405440184833151678051432555208682522656087530131991745,430684903211352405440184833151678051432555208682522656087530131991745
10,600,250,102.4,574,13,12110408937804294267037213546462450874099494580591394935107248837105432,12110408937804294267037213546462450874099494580591394935107248837105432
10,600,200,102.4,342,10,365536995659384163625819268717114365653142507538333387773,365536995659384163625819268717114365653142507538333387773
10,600,200,102.4,322,15,3100084305381298688679024467359501641678735558893864515985,3100084305381298688679024467359501641678735558893864515985
10,600,200,102.4,377,9,273292355059095953647140889383428566130729479847,273292355059095953647140889383428566130729479847
10,600,200,102.4,354,12,67716177832417903245900391745989196543938479191281982386,67716177832417903245900391745989196543938479191281982386
10,600,200,102.4,330,23,2006468099364400775056368952494563081089254192854609048091,2006468099364400775056368952494563081089254192854609048091
10,600,200,102.4,339,19,1700510255035840273246150409677114044637119558865934760683,1700554059932370092331589468572288135617261790921049239787
10,600,200,102.4,361,12,1250222552319205049186971728825084021663024299046555033485,1250222552319205049186971728825084021663024299046555033485
10,600,200,102.4,346,24,148250751014440857088642538786413537454860972654615564101589,148250751014440857088642538786413537454860972654615564101589
10,600,200,102.4,324,18,3881242696917177533978266079554855773375437290327491987830,3881242696917177533978266079554855773375437290327491987830
10,600,200,102.4,329,25,39358348664370650426198068430896383766966548692527126306740,39358348664370650426198068430896383766966548692527126306740
10,600,150,102.4,397,17,39672796716739870852123651251132371323502303,39672796716739870852123651251132371323502303
10,600,150,102.4,347,13,433069499088034066063492655427733798351948,433069499088034066063492655427733798351948
10,600,150,102.4,349,13,3138546764976981635312926040965011164228249,3138546764976981635312926040965011164228249
10,600,150,102.4,413,34,392839463274298227030899576349383132421044125,392839463274298227030899576349383132421044125
10,600,150,102.4,366,12,279074390537060206966767046944958345775749,279074390537060206966767046944958345775749
10,600,150,102.4,354,13,453940370623459691918365250643340174674392,453940370623459691918365250643340174674392
10,600,150,102.4,370,10,5252787572715922627616387700903475468898,5252787572715922627616387700903475468898
10,600,150,102.4,362,9,139231884542969246214840091785243001,139231884542969246214840091785243001
10,600,150,102.4,372,12,1428054883780093564321431582730038071403839,1428054883780093564321431582730038071403839
10,600,150,102.4,363,15,3137553669283470402169099785245522146144664,3137553669283470402169099785245522146144664
10,600,100,102.4,640,53,586893867554707315007229607425,586893867554707315007229607425
10,600,100,102.4,583,21,79424317097628664228942842154,79424317097628664228942842154
10,600,100,102.4,572,11,7422718637753122100492620669,7422718637753122100492620669
10,600,100,102.4,632,21,15917084956737044137355465333,15917084956737044137355465333
10,600,100,102.4,552,29,173337096785481919408126981188,173337096785481919408126981188
10,600,100,102.4,570,26,182761060200827066339312616915,182761060209931597874878153325
10,600,100,102.4,638,11,2498618354019963449852842713,2498618354019963449852842713
10,600,100,102.4,547,14,15034614636107714188098995379,15034614636107714188098995379
10,600,100,102.4,548,27,183075168384541474603392011737,183075168384541474603392011737
10,600,100,102.4,628,21,57333108050952161032572718066,57333108050952161032572718066
10,600,50,102.4,411,171,304900251325209,304900251325209
10,600,50,102.4,389,111,281320433826188,281320433826188
10,600,50,102.4,418,34,210850298546432,210850298546432
10,600,50,102.4,383,161,461089506279592,461089506279592
10,600,50,102.4,376,112,461322130009681,464483192553074
10,600,50,102.4,408,143,762166717245247,762166717245247
10,600,50,102.4,389,34,195768773230017,195768773230017
10,600,50,102.4,384,35,210850298546432,210850298546432
10,600,50,102.4,432,71,261308020580273,261308020580273
10,600,50,102.4,422,20,195734321233008,195734321233008
10,500,500,0.2,463,24,956729384464633838712721582342464552555158918619644062601726181268158209456395690006694716677628763685134753621301309569267013970684981192442110477,956729384464633838712721582342464552555158918619644062601726181268158209456395690006694716677628763685134753621301309569267013970684981192442110477
10,500,500,0.2,462,25,956729384464633838712721582342464552555158918619644062601726181268158209456395690006694716677628763685134753621301309569267013970684981192442110477,956729384464633838712721582342464552555158918619644062601726181268158209456395690006694716677628763685134753621301309569267013970684981192442110477
10,500,500,0.2,433,29,2799668233838259218941477281974207993969716881384916689955156768804714201088132761031476761394735065875148765248679671898907198508181407782512984337,2799668233838259218941477281974207993969716881384916689955156768804714201088132761031476761394735065875148765248679671898907198508181407782512984337
